name,111K,231K,296K
17162N3_one_1.0,12.03980599,5.325902269,3.823738471
17162N3_two_0.5,16.35102884,9.548945038,6.599673766
17162N3_two_1.0,8.452956524,10.76280035,8.259674387
17163N3,8.37515574,3.111145088,2.350100167
17163N3_one_0.5,7.933865335,3.439899247,2.342446669
17163N3_one_1.0,6.361519982,3.292742209,2.304485836
17163N3_two_0.5,4.293896196,6.439100591,5.053692489
17163N3_two_1.0,1.667071693,4.587963625,5.053653104
17170N2,2.6337718,0.923502326,0.666871919
17170N2_one_0.5,2.023781997,1.161418396,0.756720242
17170N2_one_1.0,1.133242014,0.984547378,0.846924522
17180N2,3.996201612,1.401421615,1.028564021
17180N2_one_0.5,3.642510853,1.73831628,1.198755043
17180N2_one_1.0,2.933471561,1.589245942,1.239764423
17180N2_two_0.5,2.068870867,3.069409751,2.634096844
17180N2_two_1.0,0.981112888,2.18172775,2.346021965
17181N2,3.901503333,1.406344203,1.048382503
17190N2,3.681047757,1.30031858,0.964953518
17190N2_one_0.5,2.716485916,1.532507988,1.148742052
17190N2_one_1.0,1.740639029,1.397795394,1.125702374
17190N2_two_0.5,0.696431529,2.145444881,2.530558991
17191N2,3.515311078,1.270119716,0.932442307
17191N2_one_0.5,2.414762344,1.562550958,1.175665046
17191N2_one_1.0,1.613340517,1.322682063,1.169378984
17200C3,0.154365274,0.142087714,0.08514798
17210N2,3.186074555,1.135727227,0.833427533
17210N2_one_0.5,2.164865102,1.547391142,1.109620563
17210N2_one_1.0,1.522361239,1.252370214,1.093930915
17220N2,3.945252609,1.487777322,1.11431379
17220N2_one_0.5,3.924513386,1.66515563,1.18290748
17220N2_one_1.0,3.390737113,1.717413617,1.22253963
17220N2_two_0.5,3.756687321,3.10782665,2.35036477
17220N2_two_1.0,2.005988302,3.070814516,2.725774491
17230N2,2.108813099,0.717387781,0.512129272
17230N2_one_0.5,1.511417144,0.835545983,0.551541155
17230N2_one_1.0,0.617291535,0.845661102,0.698665368
17240N3,4.503868978,1.676111284,1.293371202
17240N3_one_0.5,4.355904957,1.899318606,1.38403389
17240N3_one_1.0,3.583135255,1.821366055,1.418287195
17240N3_two_0.5,4.413880788,3.608529332,2.789263144
17240N3_two_1.0,2.036859013,3.457704895,3.10221555
17250N2,4.543920606,1.644140749,1.217075423
18000C3,1.628068704,1.045422375,0.773045924
18001C3,1.509595299,0.932321916,0.66466261
18010N3,1.540871585,0.817673399,0.579326552
18010N3_one_0.5,0.861695141,0.975600235,0.678674689
18011N3,1.305078195,0.844640012,0.587570124
18011N3_one_0.5,0.769486751,0.985692196,0.717927532
18011N3_one_1.0,0.528693246,0.613689076,0.51862345
18020N3,13.94246079,5.545308689,4.36460414
18020N3_one_0.5,14.32029614,5.491204067,3.948961925
18020N3_one_1.0,12.34714491,5.26457003,3.715797469
18020N3_two_0.5,15.22966019,9.902770175,6.777150128
18020N3_two_1.0,6.382418399,10.91356284,8.65683726
18021N3,7.87671494,2.940551476,2.192257289
18021N3_one_0.5,4.640205336,3.025385756,2.117827489
18021N3_one_1.0,2.459749672,2.542083286,1.979950297
18021N3_two_0.5,2.372300034,5.700516447,4.967003362
18021N3_two_1.0,0.858120917,3.08626665,3.786732435
18022N3,4.783463472,1.788028395,1.305317529
18022N3_one_0.5,3.984982113,2.152635706,1.387315821
18022N3_one_1.0,2.798895909,2.085698551,1.420174142
18022N3_two_0.5,1.289805917,3.039968946,3.053814814
18022N3_two_1.0,0.434685464,1.397565355,1.823259317
18023N3,3.002961052,1.06067929,0.768272141
18023N3_one_0.5,2.240327889,1.24966389,0.89908579
18023N3_one_1.0,1.349088772,1.241906889,0.922305313
18030N2,2.258282924,1.162155817,0.82149703
18030N2_one_0.5,1.368630181,1.308376335,0.928073271
18030N2_one_1.0,0.782240806,1.045212934,0.928838412
18031N2,2.914670529,1.350075334,0.975465947
18031N2_one_0.5,2.196156541,1.502345112,1.023334535
18031N2_one_1.0,1.566349154,1.345602854,1.041574399
18032N2,3.533966368,1.472895085,1.090403334
18032N2_one_0.5,2.628580003,1.476677466,1.01047882
18032N2_one_1.0,1.838541698,1.265219271,0.937225014
18032N2_two_0.5,0.503085892,1.747915839,2.220362952
18033N2,4.225331835,1.745589801,1.269104883
18033N2_one_0.5,3.317333261,1.941900813,1.34264932
18033N2_one_1.0,2.513961045,1.614099793,1.17774286
18033N2_two_0.5,0.939732466,2.796913989,3.028837907
18033N2_two_1.0,0.207057316,0.975316693,1.58202099
18040N3,2.232935634,0.906046202,0.644655027
18040N3_one_0.5,1.837372945,1.084363307,0.667401553
18040N3_one_1.0,1.421034722,1.06653452,0.680769161
18041N3,0.707496522,0.312750198,0.215733398
18041N3_one_0.5,0.518880052,0.358918288,0.207880208
18041N3_one_1.0,0.338788486,0.388689227,0.210183712
18050N2,4.642681762,1.762300566,1.344042979
18050N2_one_0.5,4.503836294,2.010728013,1.425523005
18050N2_one_1.0,3.810959947,1.991543017,1.474887436
18050N2_two_0.5,4.544113018,3.86234267,2.982597664
18050N2_two_1.0,2.111982362,3.695476595,3.385376507
18060N2,2.322016264,0.950737942,0.687341923
18061N2,2.584386433,0.803923022,0.608127048
18070N2,1.948242571,0.76871624,0.561841488
18070N2_one_0.5,1.944030502,0.890231933,0.608808926
18070N2_one_1.0,1.746857849,0.823794437,0.625691071
18080N2,4.655452584,1.783724869,1.335100527
18080N2_one_0.5,3.92870402,1.946204423,1.319640823
18080N2_one_1.0,2.877337145,1.840978059,1.302150988
18080N2_two_0.5,2.070397349,4.215865439,3.534903574
18080N2_two_1.0,0.76902319,2.634614696,3.314293439
18081N2,3.510915909,1.280587933,0.949368154
18081N2_one_0.5,3.56557252,1.472106261,1.01851226
18081N2_one_1.0,3.080998809,1.53668749,1.069798244
18081N2_two_0.5,2.566857113,3.111300423,2.289880219
18081N2_two_1.0,1.038929784,2.970980055,2.922420271
18082N2,4.070167741,1.474500275,1.10376705
18082N2_one_0.5,4.092244602,1.708473546,1.164683889
18082N2_one_1.0,3.58673775,1.7125615,1.186220546
18082N2_two_0.5,3.038807597,3.503150185,2.554732382
18082N2_two_1.0,1.231757973,3.397494202,3.295587985
18083N2,3.688017124,1.343827782,0.997356323
18083N2_one_0.5,3.735291512,1.506587262,1.041277073
18083N2_one_1.0,3.209567062,1.576067255,1.086009877
18083N2_two_0.5,2.896319628,3.028182687,2.208412211
18083N2_two_1.0,1.224324731,3.124159619,2.922179932
18090N2,4.577057481,1.740003594,1.325133321
18090N2_one_0.5,4.696100409,1.937487547,1.375982212
18090N2_one_1.0,4.154823991,1.958781204,1.383785078
18090N2_two_0.5,5.203678257,3.591168265,2.602794768
18090N2_two_1.0,3.293128458,3.894078726,3.396597884
18091N2,4.971754081,2.411239033,1.745776606
18091N2_one_0.5,4.721527778,2.710899358,1.759491292
18091N2_one_1.0,4.118855937,2.69009181,1.749495886
18091N2_two_0.5,3.32535441,4.13452855,2.938197577
18091N2_two_1.0,1.694283224,3.745038909,3.423117682
18100N2,5.951165443,2.290163589,1.753889601
18100N2_one_0.5,5.735221473,2.513731417,1.804092924
18100N2_one_1.0,4.792636835,2.509696546,1.826563619
18100N2_two_0.5,5.688286049,4.937011169,3.819730835
18100N2_two_1.0,2.653990541,4.453066228,4.258147856
18101N2,5.027131069,1.869069931,1.418206094
18101N2_one_0.5,4.65935675,2.102294385,1.506239086
18101N2_one_1.0,3.616935401,2.25780014,1.606168806
18101N2_two_0.5,3.808408785,4.118345515,3.412019475
18101N2_two_1.0,1.360538933,3.193719886,3.375461417
18110N2,3.057476235,1.136964827,0.838592695
18110N2_one_0.5,2.327610307,1.504612899,1.060678974
18110N2_one_1.0,1.712986661,1.292476001,1.070491102
18111N2,3.093642003,1.273149956,0.925108385
18111N2_one_0.5,2.884307635,1.370638819,1.00570209
18111N2_one_1.0,2.415155322,1.226862673,0.957640867
18111N2_two_0.5,1.251120167,2.613719324,2.284651675
18112N2,2.978204787,1.279347166,0.925703523
18112N2_one_0.5,2.63706068,1.451472901,1.032714849
18112N2_one_1.0,2.170863542,1.300536417,1.058572702
18112N2_two_0.5,1.054380595,2.472688289,2.284134257
18120N3,4.459419672,1.609365519,1.175772803
18120N3_one_0.5,3.202116536,1.892680543,1.269779399
18120N3_one_1.0,1.995986792,1.769343989,1.246008243
18120N3_two_0.5,1.001297586,2.448871755,2.562272564
18121N3,1.069817464,0.526621174,0.372838404
18121N3_one_0.5,0.333310725,0.461928634,0.42072315
18121N3_one_1.0,0.15498062,0.276517695,0.27910395
18122N3,1.494024483,0.686391781,0.484717626
18122N3_one_0.5,0.605723791,0.819596722,0.664050967
18122N3_one_1.0,0.278352659,0.594922091,0.602756465
18130N3,2.487029997,1.247729905,0.877093259
18130N3_one_0.5,1.525023271,1.410102218,0.934565093
18130N3_one_1.0,0.980113973,1.155694905,0.930558453
18131N3,0.263519584,0.385368663,0.261315565
18131N3_one_0.5,0.115693515,0.321843537,0.252036461
18132N3,2.481349882,1.253365575,0.88141632
18132N3_one_0.5,1.445665229,1.394189544,0.973636187
18132N3_one_1.0,0.888518896,1.211439418,0.934355419
18133N3,3.634474237,1.580440703,1.138377742
18133N3_one_0.5,2.232264876,1.750336195,1.239852896
18133N3_one_1.0,1.354346566,1.465591632,1.157191159
18134N3,4.010829185,1.562643914,1.126567262
18134N3_one_0.5,3.42304716,1.723199545,1.124099571
18134N3_one_1.0,2.465012072,1.686288357,1.210874543
18134N3_two_0.5,1.130759597,2.981501309,2.935528886
18134N3_two_1.0,0.562475132,1.234572379,1.701373709
18140N2,5.626334409,2.085964319,1.559545783
18140N2_one_0.5,5.036952113,2.206357997,1.541755964
18140N2_one_1.0,3.931210837,2.269698509,1.597043064
18140N2_two_0.5,1.868174805,4.582632663,4.132472069
18140N2_two_1.0,0.637178511,2.235357594,3.044471307
18141N2,4.908394136,1.813459412,1.358941765
18141N2_one_0.5,4.304765987,1.966611564,1.38326615
18141N2_one_1.0,3.035451554,2.102498423,1.475583394
18141N2_two_0.5,1.769689379,4.07954654,3.723802949
18141N2_two_1.0,0.553978872,2.025165644,2.704737034
18142N3,14.65525677,6.054563647,4.799235076
18142N3_one_0.5,14.04049639,5.846241663,4.213511073
18142N3_one_1.0,11.77839137,5.500029351,3.879304468
18142N3_two_0.5,14.90675676,10.54714046,7.496887884
18142N3_two_1.0,7.22672859,10.42802845,8.929143244
18143N3,17.31220065,7.523699641,6.034959539
18143N3_one_0.5,17.2146223,7.167177624,5.310226922
18143N3_one_1.0,15.06356609,6.679855028,4.855378516
18143N3_two_0.5,21.33378912,10.86979472,7.608139418
18143N3_two_1.0,14.30964848,12.20877524,9.122806447
18150N2,1.897303705,0.821621691,0.594352698
18151N2,3.172649375,1.188501366,0.874795791
18160N2,3.445232683,1.2387961,0.930388603
18160N2_one_0.5,2.921911842,1.434924851,1.131516437
18160N2_one_1.0,2.128197876,1.295729572,1.122739058
18160N2_two_0.5,0.821272618,2.382167994,2.583150002
18161N2,2.924743695,1.07592388,0.782135601
18161N2_one_0.5,2.670664051,1.387677846,0.924512434
18161N2_one_1.0,2.126365998,1.398097958,1.036168604
18161N2_two_0.5,1.311145043,2.54904433,2.212772691
19000N3,11.13260741,4.357243405,3.382131583
19000N3_one_0.5,11.85191764,4.552706056,3.220057219
19000N3_one_1.0,10.66117007,4.364143476,3.1259302
19000N3_two_0.5,13.73340468,7.603631449,5.153044915
19000N3_two_1.0,7.159196296,9.166136287,6.707589612
19001N3,6.778140617,2.457200488,1.804620482
19001N3_one_0.5,6.426589739,2.881985878,1.890111244
19001N3_one_1.0,5.162323048,2.833544596,1.897578501
19001N3_two_0.5,2.787556754,4.918291178,3.869812094
19001N3_two_1.0,1.394966527,3.318086955,3.761859294
19002N3,14.68547428,6.12325428,4.805060657
19002N3_one_0.5,14.55252711,5.935905798,4.316073784
19002N3_one_1.0,12.47319956,5.632632707,4.021759059
19002N3_two_0.5,17.5275168,10.07616712,6.983159172
19002N3_two_1.0,9.574127145,11.06712604,8.635034467
19003N3,9.396775971,3.369333581,2.548419074
19003N3_one_0.5,9.108470505,3.708865438,2.517864893
19003N3_one_1.0,7.445560342,3.742752253,2.548956324
19003N3_two_0.5,4.036046898,7.309023346,5.844503699
19003N3_two_1.0,1.531424074,4.422238622,5.386322871
19010N2,2.307518646,0.904147164,0.641982334
19010N2_one_0.5,1.641243363,1.103562461,0.765945724
19010N2_one_1.0,1.024454574,1.03115265,0.817914938
19020N3,8.44281416,3.074610627,2.335170512
19021N3,0.278746862,0.061466231,0.040934184
19022N3,7.824514996,2.834328061,2.13644203
19023N3,0.072137612,0.122391687,0.070066209
19030N2,2.544939369,0.845214237,0.627617398
19031N2,2.535744741,1.035447824,0.743583327
19040N2,2.752765701,0.994968822,0.746685457
19040N2_one_0.5,2.719416308,1.122204473,0.824423778
19040N2_one_1.0,2.230006888,1.089168657,0.863191904
19040N2_two_0.5,1.443112609,2.404190407,1.985236235
19041N2,4.058302675,1.479678503,1.127904765
19041N2_one_0.5,3.859114609,1.633768546,1.226186005
19041N2_one_1.0,3.284884525,1.524256267,1.22632084
19041N2_two_0.5,3.851239514,3.393237464,2.653175027
19041N2_two_1.0,1.75881611,3.285803011,2.948277067
19050N2,5.304643996,1.960585134,1.510758147
19050N2_one_0.5,5.074340821,2.242797161,1.605433927
19050N2_one_1.0,4.335349459,2.077532853,1.61002296
19050N2_two_0.5,5.462665229,4.170203004,3.155877591
19050N2_two_1.0,2.759943807,4.142759145,3.657229671
19051N2,5.544243821,2.089755626,1.608174902
19051N2_one_0.5,5.510862711,2.15198394,1.645160056
19051N2_one_1.0,4.827794365,1.990991831,1.491474915
19051N2_two_0.5,6.083868861,4.140672202,3.126946325
19051N2_two_1.0,3.615704467,4.357774883,3.700178962
19060N2,3.432806765,1.24877748,0.929321157
19060N2_one_0.5,3.01221677,1.431652545,1.046381641
19060N2_one_1.0,2.379258311,1.296867176,1.037323722
19060N2_two_0.5,1.011560124,2.643561287,2.564797163
19061N2,3.735961981,1.338629142,0.991131146
19061N2_one_0.5,3.199976475,1.519777393,1.044159718
19061N2_one_1.0,2.252161013,1.313090402,0.970169224
19061N2_two_0.5,1.080806678,2.720617285,2.737652488
19070N2,4.152082209,1.606393323,1.210329843
19070N2_one_0.5,3.988446229,1.809150805,1.249286675
19070N2_one_1.0,3.305350037,1.788256318,1.283772027
19070N2_two_0.5,3.207028139,3.685402322,2.976773056
19070N2_two_1.0,1.300056462,2.967646537,3.113071709
19071N2,4.686597488,2.171803631,1.569732653
19071N2_one_0.5,4.385045979,2.325462696,1.505298314
19071N2_one_1.0,3.415716448,2.231645025,1.485290099
19071N2_two_0.5,2.028028501,3.884256711,3.188951508
19071N2_two_1.0,0.92333458,2.635545085,3.11065653
19072N2,5.371968061,2.162115428,1.571844428
19072N2_one_0.5,4.746525769,2.403398863,1.581692461
19072N2_one_1.0,3.539463487,2.318437328,1.545470363
19072N2_two_0.5,1.910168082,4.065386173,3.332504633
19072N2_two_1.0,0.846299198,2.613746985,3.216627885
19080N2,3.201423215,1.150141554,0.850464336
19090N2,4.512578579,1.664729815,1.255562752
19090N2_one_0.5,4.275571276,1.891239937,1.3902827
19090N2_one_1.0,3.59668947,1.73498811,1.394971965
19090N2_two_0.5,3.634841753,3.838799617,3.107775136
19090N2_two_1.0,1.408381362,3.273268385,3.227833302
19100N2,2.156811616,1.396753578,0.987591018
19101N2,2.851106813,1.071280976,0.786660988
19102N2,3.626355214,1.37628349,1.019518938
19103N2,3.807196084,1.835583103,1.315402052
19110N2,5.056280088,1.884082029,1.448292369
19110N2_one_0.5,4.909507917,2.170555656,1.5226204
19110N2_one_1.0,4.038881104,2.344011827,1.681667907
19110N2_two_0.5,4.487624575,4.372695721,3.40010826
19110N2_two_1.0,1.989700602,3.816343773,3.660758533
19120N2,3.896658168,1.397711065,1.035192707
19121N2,4.418365177,1.735564267,1.245187136
19122N2,3.531984966,1.290086342,0.961174349
19123N2,3.511342007,1.264964594,0.898204698
19130N2,3.374764934,1.224090457,0.917046876
19130N2_one_0.5,2.742203465,1.496768826,1.095840846
19130N2_one_1.0,1.974889476,1.252245469,1.039037957
19130N2_two_0.5,1.299850055,2.83242226,2.644784582
19130N2_two_1.0,0.358064187,1.515869241,1.984081689
19140N2,2.223382073,0.76815744,0.560325372
19141N2,1.536027339,1.272874929,0.906724642
19142N2,3.571535908,1.326268563,1.006947696
19143N2,3.667069316,1.809777795,1.301330845
19144N2,1.693930811,0.621342431,0.444188075
19145N2,1.796473085,0.742791232,0.534981491
19150N2,0.94812566,0.492075901,0.348385556
19160C2,1.903440476,0.762923981,0.549578543
19170N2,2.800558589,1.106388765,0.829834289
19180N2,5.139118279,1.919840542,1.46721331
19180N2_one_0.5,4.622181063,2.211094435,1.546609077
19180N2_one_1.0,3.439451249,2.061473131,1.61228804
19180N2_two_0.5,2.936148512,4.135323093,3.743821664
19180N2_two_1.0,0.945828364,2.616300971,2.844455561
19181N2,4.198649185,1.538236996,1.136352859
19181N2_one_0.5,3.649352449,1.784838093,1.25131557
19181N2_one_1.0,2.835479629,1.643943268,1.308749776
19181N2_two_0.5,1.849447798,3.440839699,3.162404174
19181N2_two_1.0,0.688263839,1.99706297,2.324937621
19182N2,6.172984785,2.413573936,1.883381403
19182N2_one_0.5,5.937433145,2.628422675,1.851670689
19182N2_one_1.0,5.070300853,2.491559206,1.849915542
19182N2_two_0.5,6.387787109,4.975753497,3.938003104
19182N2_two_1.0,3.108272541,4.476586814,4.158519623
19190N2,3.669088405,1.445327491,1.057624801
19190N2_one_0.5,3.712561041,1.640048874,1.072114326
19190N2_one_1.0,3.198829731,1.628264104,1.098484651
19190N2_two_0.5,2.440767551,2.907252135,2.088557103
19190N2_two_1.0,1.166144857,2.920225391,2.649839195
19191N2,1.382420549,0.646997433,0.453502249
19200N2,4.59740594,2.226108718,1.592101932
19200N2_one_0.5,3.402345866,2.442382025,1.652858802
19200N2_one_1.0,2.454065412,2.224501069,1.609201884
19200N2_two_0.5,1.109324283,2.932187511,2.967584347
19200N2_two_1.0,0.363341536,1.554310278,1.980874785
19210N2,5.054837654,1.897730323,1.443228478
19210N2_one_0.5,5.016488261,2.161703608,1.526859593
19210N2_one_1.0,4.115235845,2.270595156,1.570025825
19210N2_two_0.5,4.92239006,4.145724293,3.214433748
19210N2_two_1.0,2.264336345,4.043742437,3.835930393
19211C2,4.895220035,1.840389322,1.403248189
19211C2_one_0.5,4.876642049,2.103261865,1.46707201
19211C2_one_1.0,4.218717095,2.081525666,1.52825251
19211C2_two_0.5,6.137839783,3.318317127,2.32662122
19211C2_two_1.0,4.750254991,3.94802302,3.065007572
19212N2,4.903412775,1.827867976,1.39274449
19212N2_one_0.5,4.848561767,2.086416334,1.465112293
19212N2_one_1.0,4.112262119,2.075497816,1.479402705
19212N2_two_0.5,4.833095399,4.12929415,3.115857825
19212N2_two_1.0,2.323224004,3.972373916,3.68865898
19213C2,4.792372323,1.78115956,1.364691658
19213C2_one_0.5,4.733028653,2.028195332,1.436449436
19213C2_one_1.0,4.101768656,2.030140155,1.476767145
19213C2_two_0.5,4.742580356,3.948779908,3.011901311
19213C2_two_1.0,2.276148546,3.868935837,3.618361731
19214N2,4.427695648,1.649346664,1.2580653
19214N2_one_0.5,4.483813939,1.824065572,1.289221421
19214N2_one_1.0,3.85410519,1.896493893,1.371079376
19214N2_two_0.5,4.399888821,3.785036642,2.831611003
19214N2_two_1.0,2.121212432,3.704772216,3.414708828
19215C2,4.343404312,1.607021206,1.219402227
19215C2_one_0.5,4.351633894,1.888985291,1.313473097
19215C2_one_1.0,3.696629709,1.920638169,1.365830623
19215C2_two_0.5,4.318676736,3.694129555,2.775559938
19215C2_two_1.0,2.156515303,3.622837309,3.355261291
19220N2,6.640940755,2.542928177,1.97908865
19220N2_one_0.5,5.776796095,2.830434827,2.026060636
19220N2_one_1.0,4.40935591,2.619387903,2.053060456
19220N2_two_0.5,5.108302563,5.288046187,4.466093798
19220N2_two_1.0,1.817417429,3.882737016,3.87190696
19230N2,4.052755492,1.510750062,1.138566146
19230N2_one_0.5,3.659314608,1.761384195,1.251701874
19230N2_one_1.0,3.056599372,1.787023798,1.331780652
19230N2_two_0.5,2.351789727,3.337661245,2.899967038
19230N2_two_1.0,0.854074496,2.264462531,2.511367273
19231N2,4.323319716,1.669117236,1.218762835
19231N2_one_0.5,3.780544552,1.91894399,1.261705684
19231N2_one_1.0,2.769291668,1.75761697,1.191713696
19231N2_two_0.5,1.245179955,3.099276509,2.923533968
19231N2_two_1.0,0.446236304,1.472886845,1.935771563
19240N3,1.200330492,0.619336077,0.446741235
19240N3_one_0.5,0.66500488,0.694901818,0.501233107
19240N3_one_1.0,0.247698741,0.526679645,0.498989715
19241N3,0.871784599,0.517104525,0.366476663
19241N3_one_0.5,0.426067193,0.633919534,0.473535629
19241N3_one_1.0,0.291807039,0.459446265,0.404243547
19242N3,0.84969354,0.558923476,0.391631627
19242N3_one_0.5,0.368659087,0.562263894,0.463493731
19242N3_one_1.0,0.292740157,0.405244817,0.388449913
19250N3,2.289124792,1.101347346,0.77418458
19250N3_one_0.5,1.879842814,1.39973311,0.882517167
19250N3_one_1.0,1.435758921,1.376262958,0.905268747
19251N3,2.26461383,0.928593719,0.670979182
19251N3_one_0.5,2.007117282,1.119064122,0.716426227
19251N3_one_1.0,1.520957695,1.121167354,0.732953248
19252N3,2.075846423,1.014014227,0.70924946
19252N3_one_0.5,1.694725632,1.281202906,0.777187512
19252N3_one_1.0,1.161088304,1.303071638,0.858671212
19253N3,1.575398289,0.771899227,0.54826268
19253N3_one_0.5,1.420283313,0.911243297,0.583981398
19253N3_one_1.0,1.197388526,0.925811137,0.589840163
19260N2,2.220304869,0.788673971,0.570260738
19260N2_one_0.5,1.623748882,1.185907548,0.826853288
19260N2_one_1.0,1.101311797,1.176201614,0.908347778
19270N2,3.417545521,1.220281974,0.890256392
19270N2_one_0.5,2.99931345,1.503040115,0.989816271
19270N2_one_1.0,2.21413414,1.55023554,1.076373901
19270N2_two_0.5,0.979388736,2.560891095,2.579994868
19271N2,3.281556098,1.607524367,1.145093004
19271N2_one_0.5,2.510205816,1.770007186,1.11427448
19271N2_one_1.0,1.845864867,1.701205987,1.098327744
19271N2_two_0.5,0.840607409,2.211826142,2.373534532
19280N2,3.752299963,1.393177202,1.040696781
19280N2_one_0.5,3.42824958,1.588363692,1.136510552
19280N2_one_1.0,2.754979187,1.493114932,1.152820873
19280N2_two_0.5,2.733873124,2.932671231,2.359761153
19280N2_two_1.0,1.067187894,2.438527507,2.472583046
19281N2,3.840985633,1.423411595,1.065249082
19281N2_one_0.5,3.70858618,1.603063423,1.186361432
19281N2_one_1.0,2.985866462,1.539802532,1.212516859
19281N2_two_0.5,2.723937351,3.127640805,2.532203783
19281N2_two_1.0,1.104757789,2.528015304,2.672536968
19282N2,3.688619227,1.353586065,1.023968769
19282N2_one_0.5,3.588531033,1.632483478,1.152361456
19282N2_one_1.0,3.07321569,1.580412402,1.227545547
19282N2_two_0.5,2.878758903,3.121015062,2.48809729
19282N2_two_1.0,1.298229373,2.696566427,2.693717202
19283N2,3.476031807,1.332909856,0.982321353
19283N2_one_0.5,3.318593157,1.555968906,1.121307618
19283N2_one_1.0,2.722897071,1.5702569,1.203913653
19283N2_two_0.5,2.3956914,2.838836369,2.285163617
19283N2_two_1.0,1.050421262,2.368850031,2.451215609
19290N2,3.297390527,1.411004064,1.026352659
19290N2_one_0.5,2.413607707,1.633911996,1.114463644
19290N2_one_1.0,1.629136973,1.487975077,1.091517029
19290N2_two_0.5,0.63110936,1.760263523,2.124032704
19291N2,2.637757549,1.161338929,0.837590805
19291N2_one_0.5,1.817329848,1.349541859,0.902546851
19291N2_one_1.0,1.066992618,1.261124758,0.978112078
19292N2,3.606131361,1.505778843,1.093973219
19292N2_one_0.5,2.623803482,1.69274156,1.176669555
19292N2_one_1.0,1.784692104,1.523991294,1.124691801
19292N2_two_0.5,0.668313714,2.061284881,2.388440646
19300N2,3.476234096,1.408186517,1.028074341
19300N2_one_0.5,2.479536284,1.770548077,1.207066643
19300N2_one_1.0,1.56847048,1.556015056,1.265505066
19300N2_two_0.5,0.795547678,2.735689257,2.709945501
19301N2,2.285276118,0.827503416,0.590583988
19301N2_one_0.5,0.979970559,0.980791498,0.648006881
19301N2_one_1.0,0.864064041,0.533639218,0.575977083
19310N2,4.012077567,1.427016627,1.06519651
19310N2_one_0.5,3.131814979,1.774042568,1.276691597
19310N2_one_1.0,2.278826754,1.610024115,1.300278583
19310N2_two_0.5,1.016660144,2.658309594,2.775265397
19311N2,4.007712762,1.424822054,1.066895882
19311N2_one_0.5,4.003469229,1.692647662,1.164949897
19311N2_one_1.0,3.290889132,1.836089381,1.265522096
19311N2_two_0.5,2.788520763,3.327389848,2.591836614
19311N2_two_1.0,1.148321444,2.90335375,3.003558841
19320C2,1.473216803,0.555251991,0.404008789
19320C2_one_0.5,1.435180886,0.678450851,0.481798651
19320C2_one_1.0,1.294251661,0.62478253,0.438866796
19330N2,3.741995242,1.458471755,1.092571544
19330N2_one_0.5,3.372211015,1.726117682,1.244958706
19330N2_one_1.0,2.7333611,1.535842245,1.211430577
19330N2_two_0.5,3.778600994,2.963216681,2.241881082
19330N2_two_1.0,2.256604191,3.015631612,2.645478373
19340N2,3.242504046,1.169024812,0.845456399
19340N2_one_0.5,2.271827053,1.533347331,1.039802171
19340N2_one_1.0,1.476984133,1.462697911,1.149961448
19340N2_two_0.5,0.810924887,2.411072864,2.409156514
19341N2,2.210600822,0.873049239,0.623353025
19341N2_one_0.5,1.549853435,0.985923479,0.747570548
19341N2_one_1.0,1.109158072,0.627488983,0.618905707
19350N2,2.542034139,1.030629449,0.733683795
19350N2_one_0.5,1.862417827,1.154316059,0.81196994
19350N2_one_1.0,1.252678411,1.044016656,0.78220034
19351N2,3.166196075,1.179135847,0.865651593
19351N2_one_0.5,2.528454581,1.241774669,0.905656193
19351N2_one_1.0,1.754931309,1.298143998,0.961706802
19351N2_two_0.5,0.97979605,2.295847908,2.203749823
19352N2,3.285025713,1.214285605,0.906690126
19352N2_one_0.5,2.663980115,1.49434678,1.078067618
19352N2_one_1.0,1.937750347,1.526490609,1.16746536
19352N2_two_0.5,1.061481164,2.361909805,2.347248054
19353N2,3.154224077,1.157335614,0.836510759
19353N2_one_0.5,2.643087645,1.508395574,1.035255631
19353N2_one_1.0,1.887518342,1.476870015,1.129554874
19360N2,4.680805385,1.857755474,1.390480932
19360N2_one_0.5,3.827330454,2.067226991,1.497826869
19360N2_one_1.0,2.948755212,1.919173359,1.577544443
19360N2_two_0.5,1.743867714,3.452629198,3.384791794
19360N2_two_1.0,0.521828433,1.831931515,2.218588463
19361N2,5.46690965,2.08672758,1.601366245
19361N2_one_0.5,5.377725537,2.235812799,1.641982749
19361N2_one_1.0,4.572549173,2.23399406,1.667698375
19361N2_two_0.5,5.78525125,4.221386949,3.142627688
19361N2_two_1.0,2.975814717,4.35400506,3.829444223
19362N2,5.665317113,2.204111303,1.70076195
19362N2_one_0.5,5.680730506,2.341376362,1.723938654
19362N2_one_1.0,4.950711019,2.267077072,1.731739075
19362N2_two_0.5,6.585643042,4.209285798,3.156087451
19362N2_two_1.0,4.231465089,4.568433501,3.779472788
19363N2,5.285657385,2.076309726,1.58380929
19363N2_one_0.5,5.206166153,2.226376949,1.608841181
19363N2_one_1.0,4.580287583,2.003272557,1.516677656
19363N2_two_0.5,6.058426156,3.873540017,2.878639851
19363N2_two_1.0,4.065652444,4.154769998,3.400895159
19364N2,5.205816602,1.98167568,1.504695241
19364N2_one_0.5,5.132474275,2.168026752,1.547316367
19364N2_one_1.0,4.531717768,2.02825144,1.535302218
19364N2_two_0.5,5.922993901,3.682354584,2.707437893
